application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
11948011,2007-11-30,Utility,"NGUYEN, KHIEM M",2839,439,274000,1971.0,7694.062,Patented Case,2018-09-27,ELECTRONIC,,US20080132115A1,2008-06-05,,,7455541,2008-11-25,APPARATUS AND METHOD FOR SEALING AN ELECTRICAL CONNECTOR,SMALL,false,US20080132115A1-20080605,2008-05-21,2008-06-05,,,H01R1340,H01R1340,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01R,2007
11948158,2007-11-30,Utility,"HARCOURT, BRAD",3676,175,428000,2241.0,85.0114-1,Patented Case,2008-12-10,ELECTRONIC,,US20080100124A1,2008-05-01,,,7469756,2008-12-30,TOOL WITH A LARGE VOLUME OF A SUPERHARD MATERIAL,UNDISCOUNTED,false,US20080100124A1-20080501,2008-04-22,2008-05-01,,,E21C2510,E21C2510,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,E21C,2007
11948746,2007-11-30,Utility,"MEW, KEVIN D",2471,370,238000,3320.0,P141226C,Patented Case,2013-02-27,ELECTRONIC,,US20080225832A1,2008-09-18,,,8400926,2013-03-19,MULTI-PROTOCOL TELECOMMUNICATIONS ROUTING OPTIMIZATION,UNDISCOUNTED,false,US20080225832A1-20080918,2008-09-04,2008-09-18,,,H04L1256,"H04L1256, H04L1266",False,1,CONT-ACCEPTED,CONT-ACCEPTED,12,H04L,2007
11948860,2007-11-30,Utility,"ROLAND, DANIEL F",3764,482,091000,3563.0,TFT.007US0,Patented Case,2011-12-07,ELECTRONIC,,US20090075787A1,2009-03-19,,,8083653,2011-12-27,EXERCISE DEVICE HAVING A DOOR ANCHOR,SMALL,false,US20090075787A1-20090319,2009-03-04,2009-03-19,,,A63B21002,A63B21002,False,0,ACCEPTED,ACCEPTED,3,A63B,2007
11948875,2007-11-30,Utility,"ROLAND, DANIEL F",3764,482,091000,3597.0,45431.00.0093,Patented Case,2011-10-05,ELECTRONIC,,US20090075789A1,2009-03-19,,,8043197,2011-10-25,EXERCISE DEVICE HAVING INELASTIC STRAPS AND INTERCHANGEABLE PARTS,SMALL,false,US20090075789A1-20090319,2009-03-04,2009-03-19,,,A63B21002,A63B21002,False,0,ACCEPTED,ACCEPTED,1,A63B,2007
11948914,2007-11-30,Utility,"AMARI, ALESSANDRO V",2872,359,009000,3687.0,7758-0289,Patented Case,2010-08-04,ELECTRONIC,,US20080259419A1,2008-10-23,,,7782510,2010-08-24,COMPUTER GENERATED HOLOGRAM,UNDISCOUNTED,false,US20080259419A1-20081023,2008-10-08,2008-10-23,,,G03H108,"G03H108, G03H116",False,0,ACCEPTED,ACCEPTED,1,G03H,2007
11948965,2007-11-30,Utility,"SMITH, CREIGHTON H",2614,379,142020,3783.0,002964.P075,Application Involved in Court Proceedings,2018-03-01,ELECTRONIC,,US20080075262A1,2008-03-27,,,7764777,2010-07-27,BRANCH CALLING AND CALLER ID BASED CALL ROUTING TELEPHONE FEATURES,UNDISCOUNTED,false,US20080075262A1-20080327,2008-03-12,2008-03-27,,,H04M700,H04M700,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,H04M,2007
11949191,2007-12-03,Utility,"HOLLIDAY, JAIME MICHELE",2617,455,404100,4302.0,7310-A08-008CIP-CON,Patented Case,2011-04-06,ELECTRONIC,,US20090054027A1,2009-02-26,,,7933579,2011-04-26,PERSONAL EMERGENCY COMMUNICATION SYSTEM,SMALL,false,US20090054027A1-20090226,2009-02-11,2009-02-26,,,H04M1104,H04M1104,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04M,2007
11949324,2007-12-03,Utility,"SKURDAL, COREY NELSON",3782,224,160000,4552.0,ERGO1110-2,Patented Case,2013-11-06,ELECTRONIC,,US20080073391A1,2008-03-27,,,8590757,2013-11-26,BABY CARRIER,UNDISCOUNTED,false,US20080073391A1-20080327,2008-03-12,2008-03-27,,,A47D1302,A47D1302,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A47D,2007
11949340,2007-12-03,Utility,"TELLER, ROY R",1654,514,014000,4581.0,223355/003CIP1DIV1/122532,Patented Case,2010-06-09,ELECTRONIC,,US20080227685A1,2008-09-18,,,7745409,2010-06-29,METHODS AND COMPOSITIONS FOR THE TREATMENT OF GASTROINTESTINAL DISORDERS,UNDISCOUNTED,false,US20080227685A1-20080918,2008-09-04,2008-09-18,,,A61K3800,"A61K3800, A61P4300, C07K1600",False,1,CONT-ACCEPTED,CONT-ACCEPTED,9,A61K,2007
11949497,2007-12-03,Utility,"WARD, JOHN A",2885,315,297000,4872.0,010741US4 (70108-2),Patented Case,2010-01-06,ELECTRONIC,,US20080130267A1,2008-06-05,,,7652436,2010-01-26,METHODS AND SYSTEMS FOR ILLUMINATING HOUSEHOLD PRODUCTS,UNDISCOUNTED,false,US20080130267A1-20080605,2008-05-21,2008-06-05,,,F21V3300,F21V3300,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,F21V,2007
11949513,2007-12-03,Utility,"MOHEBBI, KOUROUSH",2471,370,466000,4900.0,2050.191US2,Patented Case,2011-05-25,ELECTRONIC,,US20080075099A1,2008-03-27,,,7961743,2011-06-14,SERVICE GATEWAY FOR INTERACTIVE TELEVISION,UNDISCOUNTED,false,US20080075099A1-20080327,2008-03-12,2008-03-27,,,H04L1228,"H04L1228, H04N7173",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04L,2007
11950054,2007-12-04,Utility,"KERVEROS, DEMETRIOS C",2117,714,709000,5859.0,854263.443,Patented Case,2013-11-26,ELECTRONIC,,US20080134010A1,2008-06-05,,,8612810,2013-12-17,SENSOR DEVICE PROVIDED WITH A CIRCUIT FOR DETECTION OF SINGLE OR MULTIPLE EVENTS FOR GENERATING CORRESPONDING INTERRUPT SIGNALS,UNDISCOUNTED,false,US20080134010A1-20080605,2008-05-22,2008-06-05,,,G06F1100,G06F1100,True,0,ACCEPTED,ACCEPTED,1,G06F,2007
11950246,2007-12-04,Utility,"DUCKWORTH, BRADLEY",3632,248,345100,6189.0,G370.12-0002,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2012-10-08,ELECTRONIC,,US20080067104A1,2008-03-20,,,7422185,2008-09-09,SURGICAL TRAY CORNER PROTECTOR,UNDISCOUNTED,false,US20080067104A1-20080320,2008-03-05,2008-03-20,,,B65D8102,"B65D8102, B65D8500",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B65D,2007
11950271,2007-12-04,Utility,"AMRANY, ADI",2836,307,082000,6225.0,007841.00012,Patented Case,2015-06-30,ELECTRONIC,,US20080143188A1,2008-06-19,,,9088178,2015-07-21,DISTRIBUTED POWER HARVESTING SYSTEMS USING DC POWER SOURCES,UNDISCOUNTED,false,US20080143188A1-20080619,2008-06-05,2008-06-19,,,H02J300,H02J300,False,0,ACCEPTED,ACCEPTED,1,H02J,2007
11950273,2007-12-04,Utility,"SHIAO, REI TSANG",1628,514,400000,6229.0,1255.003,Patented Case,2010-07-28,ELECTRONIC,,US20090076110A1,2009-03-19,,,7777074,2010-08-17,AMINO ACID COMPOUNDS,SMALL,false,US20090076110A1-20090319,2009-03-05,2009-03-19,,,A61K31198,"A61K31198, A61K31155, A61K314172, C07C22906, C07C27914, C07D23364, C07C27516, A61P4300, A61K31197",False,0,ACCEPTED,ACCEPTED,11,A61K,2007
11950356,2007-12-04,Utility,"ALAVI, AMIR",2624,382,167000,6391.0,32052-8403US3,Patented Case,2011-11-16,ELECTRONIC,,US20080285850A1,2008-11-20,,,8073250,2011-12-06,METHOD AND SYSTEM FOR REMOVAL OF RED EYE EFFECTS,UNDISCOUNTED,false,US20080285850A1-20081120,2008-11-05,2008-11-20,,,G06K900,G06K900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,7,G06K,2007
11951754,2007-12-06,Utility,"NGUYEN, PHUONG CHI THI",2839,439,679000,8968.0,TRAX 3687007,Patented Case,2009-04-22,ELECTRONIC,,US20080261460A1,2008-10-23,,,7530855,2009-05-12,ELECTRICAL CONNECTOR ASSEMBLY,SMALL,false,US20080261460A1-20081023,2008-10-08,2008-10-23,,,H01R448,H01R448,False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,H01R,2007
11952209,2007-12-07,Utility,"CHAN, KO HUNG",3632,248,650000,9825.0,2170415-000119,Patented Case,2009-07-22,ELECTRONIC,,US20090146023A1,2009-06-11,,,7571887,2009-08-11,HEIGHT ADJUSTABLE SUPPORT FOR FOOD SERVICE EQUIPMENT,SMALL,false,US20090146023A1-20090611,2009-05-27,2009-06-11,,,F16M1300,F16M1300,False,0,ACCEPTED,ACCEPTED,1,F16M,2007
11952511,2007-12-07,Utility,"NEUDER, WILLIAM P",3672,175,027000,1395.0,38496.19,Patented Case,2011-04-20,ELECTRONIC,,US20080156531A1,2008-07-03,,,7938197,2011-05-10,AUTOMATED MSE-BASED DRILLING APPARATUS AND METHODS,UNDISCOUNTED,false,US20080156531A1-20080703,2008-06-19,2008-07-03,,,E21B4402,E21B4402,False,0,ACCEPTED,ACCEPTED,1,E21B,2007
11952582,2007-12-07,Utility,"SAINT SURIN, JACQUES M",2856,73,592000,1509.0,21427-US-DIV,Patented Case,2008-12-22,ELECTRONIC,,US20080078247A1,2008-04-03,,,7475596,2009-01-13,NON-DESTRUCTIVE TESTING OF PIPES,UNDISCOUNTED,false,US20080078247A1-20080403,2008-03-18,2008-04-03,,,G01H500,G01H500,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G01H,2007
11952848,2007-12-07,Utility,"BOWERS, NATHAN ANDREW",1775,435,305200,1040.0,7.00056.0001.US.U1,Patented Case,2014-07-30,ELECTRONIC,,US20080227176A1,2008-09-18,,,8809044,2014-08-19,HIGHLY EFFICIENT GAS PERMEABLE DEVICES AND METHODS FOR CULTURING CELLS,SMALL,false,US20080227176A1-20080918,2008-09-04,2008-09-18,,,C12N100,"C12N100, C12M306, C12M300",False,0,ACCEPTED,ACCEPTED,1,C12N,2007
11953063,2007-12-09,Utility,"BROWN, PETER R",3636,297,250100,1450.0,WONP0291USA,Patented Case,2010-12-15,ELECTRONIC,,US20080136232A1,2008-06-12,,,7862117,2011-01-04,HEAD REST AND HARNESS ADJUSTMENT FOR CHILD CAR SEAT,UNDISCOUNTED,false,US20080136232A1-20080612,2008-05-30,2008-06-12,,,A47C111,A47C111,False,0,ACCEPTED,ACCEPTED,1,A47C,2007
11953085,2007-12-10,Utility,"HALE, GLORIA M",3765,450,081000,1499.0,34727-125860 CIP,Patented Case,2011-07-20,ELECTRONIC,,US20090149114A1,2009-06-11,,,7993182,2011-08-09,COSMETIC APPLIANCES AND METHODS OF USE,SMALL,false,US20090149114A1-20090611,2009-05-27,2009-06-11,,,A41C310,"A41C310, A41C300",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A41C,2007
11953477,2007-12-10,Utility,"SCHWARTZ, CHRISTOPHER P",3657,188,266000,2245.0,346_189,Patented Case,2011-06-08,ELECTRONIC,,US20090146351A1,2009-06-11,,,7967116,2011-06-28,LOAD COMPENSATING HYDRAULIC RATE CONTROL,UNDISCOUNTED,false,US20090146351A1-20090611,2009-05-27,2009-06-11,,,F16F500,"F16F500, F16F932",False,0,ACCEPTED,ACCEPTED,1,F16F,2007
11953748,2007-12-10,Utility,"FRIDIE JR, WILLMON",3724,407,053000,2739.0,115646.00056,Patented Case,2010-08-18,ELECTRONIC,,US20080089749A1,2008-04-17,,,7789597,2010-09-07,ROTARY CUTTING TOOL,UNDISCOUNTED,false,US20080089749A1-20080417,2008-04-01,2008-04-17,,,B23C510,"B23C510, B23C900",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B23C,2007
11953830,2007-12-10,Utility,"HYLINSKI, ALYSSA MARIE",3711,446,036000,2911.0,058084-013706,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-19,ELECTRONIC,,US20080085653A1,2008-04-10,,,7425168,2008-09-16,TOY HELICOPTER,UNDISCOUNTED,false,US20080085653A1-20080410,2008-03-25,2008-04-10,,,A63H27133,A63H27133,True,1,CONT-ACCEPTED,CONT-ACCEPTED,3,A63H,2007
11954659,2007-12-12,Utility,"CHOWDHURY, AFROZA Y",2629,345,204000,4296.0,056937-0414,Patented Case,2011-07-20,ELECTRONIC,,US20080143429A1,2008-06-19,,,7995047,2011-08-09,CURRENT DRIVING DEVICE,UNDISCOUNTED,false,US20080143429A1-20080619,2008-06-05,2008-06-19,,,G05F110,G05F110,True,0,ACCEPTED,ACCEPTED,1,G05F,2007
11955300,2007-12-12,Utility,"LEE, JOHN J",2618,455,567000,5428.0,2060-3596,Patented Case,2011-05-18,ELECTRONIC,,US20080161065A1,2008-07-03,,,7957770,2011-06-07,MOBILE COMMUNICATION TERMINAL FOR PROVIDING TACTILE INTERFACE,UNDISCOUNTED,false,US20080161065A1-20080703,2008-06-19,2008-07-03,,,H04M100,H04M100,True,0,ACCEPTED,ACCEPTED,1,H04M,2007
11955476,2007-12-13,Utility,"WOO, STELLA L",2614,379,088140,5739.0,920197.00011,Application Involved in Court Proceedings,2019-06-07,ELECTRONIC,,US20080152093A1,2008-06-26,,,8213578,2012-07-03,SYSTEM FOR TEXT ASSISTED TELEPHONY,UNDISCOUNTED,false,US20080152093A1-20080626,2008-06-12,2008-06-26,,,H04M1100,H04M1100,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,H04M,2007
11955720,2007-12-13,Utility,"GESESSE, TILAHUN",2618,455,518000,6153.0,HUAW01-13772,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-04-08,ELECTRONIC,,US20080125157A1,2008-05-29,,,7899479,2011-03-01,"METHOD, SYSTEM AND APPARATUSES FOR SHARING PRESENCE INFORMATION",UNDISCOUNTED,false,US20080125157A1-20080529,2008-05-14,2008-05-29,,,H04B700,H04B700,True,1,CONT-ACCEPTED,CONT-ACCEPTED,21,H04B,2007
11955839,2007-12-13,Utility,"WILSON, YOLANDA L",2113,714,022000,6386.0,088245-1248,Patented Case,2011-08-17,ELECTRONIC,,US20080089162A1,2008-04-17,,,8015444,2011-09-06,PROTECTION OF NON-VOLATILE MEMORY COMPONENT AGAINST DATA CORRUPTION DUE TO PHYSICAL SHOCK,UNDISCOUNTED,false,US20080089162A1-20080417,2008-04-01,2008-04-17,,,G11C514,G11C514,False,1,CONT-ACCEPTED,CONT-ACCEPTED,11,G11C,2007
11956165,2007-12-13,Utility,"NGUYEN, HAU H",2628,345,541000,6996.0,96-S-012C3 (850063.553C3),Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2017-07-04,ELECTRONIC,,US20080088637A1,2008-04-17,,,7542045,2009-06-02,ELECTRONIC SYSTEM AND METHOD FOR DISPLAY USING A DECODER AND ARBITER TO SELECTIVELY ALLOW ACCESS TO A SHARED MEMORY,UNDISCOUNTED,false,US20080088637A1-20080417,2008-04-01,2008-04-17,,,G06F1318,G06F1318,False,1,CONT-ACCEPTED,CONT-ACCEPTED,10,G06F,2007
11956176,2007-12-13,Utility,"HAMMOND, CHARLES",1773,422,406000,7017.0,21809,Patented Case,2011-03-30,ELECTRONIC,,US20090155124A1,2009-06-18,,,7927562,2011-04-19,COLLECTION AND ASSAY DEVICE FOR BIOLOGICAL FLUID,SMALL,false,US20090155124A1-20090618,2009-06-04,2009-06-18,,,B01J1900,B01J1900,False,0,ACCEPTED,ACCEPTED,2,B01J,2007
11956568,2007-12-14,Utility,"KUE, KAYING",3729,29,417000,7727.0,46401-022001,Patented Case,2012-03-14,ELECTRONIC,,US20090152864A1,2009-06-18,,,8146225,2012-04-03,METHOD OF FORMING A CLAMPING RING AND A CLAMPING RING,UNDISCOUNTED,false,US20090152864A1-20090618,2009-06-04,2009-06-18,,,F16L4700,"F16L4700, B29C4700, B29C4708, B29C5700",False,0,ACCEPTED,ACCEPTED,1,F16L,2007
11956925,2007-12-14,Utility,"BYRNE, HARRY W",2824,365,170000,8378.0,1004416.002US (4956-0002),Patented Case,2010-06-02,ELECTRONIC,,US20090003042A1,2009-01-01,,,7742333,2010-06-22,MAGNETIC MEMORY DEVICE USING DOMAIN STRUCTURE AND MULTI-STATE OF FERROMAGNETIC MATERIAL,SMALL,false,US20090003042A1-20090101,2008-12-16,2009-01-01,,,G11C1100,"G11C1100, H01L2982",True,0,ACCEPTED,ACCEPTED,2,G11C,2007
11957191,2007-12-14,Utility,"TWEEL JR, JOHN ALEXANDER",2612,340,309400,8855.0,319810US3CONT,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2018-01-29,ELECTRONIC,,US20080215289A1,2008-09-04,,,7639120,2009-12-29,PRESCRIPTION COMPLIANCE DEVICE AND METHOD OF USING DEVICE,SMALL,false,US20080215289A1-20080904,2008-08-20,2008-09-04,,,G04B4700,"G04B4700, G08B2300, G04F1000",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G04B,2007
11957904,2007-12-17,Utility,"BALDORI, JOSEPH B",3711,473,570000,1166.0,018219-005000US,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-02-18,ELECTRONIC,,US20090156092A1,2009-06-18,,,7867115,2011-01-11,SEGMENTED BALL WITH LIGHTED ELEMENTS,SMALL,false,US20090156092A1-20090618,2009-06-04,2009-06-18,,,A63B4306,A63B4306,False,0,ACCEPTED,ACCEPTED,1,A63B,2007
11957991,2007-12-17,Utility,"NOVOSAD, JENNIFER ELEANORE",3637,211,075000,1308.0,VINO.022A,Patented Case,2011-01-19,ELECTRONIC,,US20090152221A1,2009-06-18,,,7882967,2011-02-08,MODULAR WINE RACK SYSTEM,SMALL,false,US20090152221A1-20090618,2009-06-04,2009-06-18,,,A47B7300,A47B7300,False,0,ACCEPTED,ACCEPTED,2,A47B,2007
11958601,2007-12-18,Utility,"PATEL, NITIN C",2116,713,323000,1387.0,5707-16601,Patented Case,2011-03-30,ELECTRONIC,,US20080256374A1,2008-10-16,,,7930576,2011-04-19,SHARING NON-SHARABLE DEVICES BETWEEN AN EMBEDDED CONTROLLER AND A PROCESSOR IN A COMPUTER SYSTEM,UNDISCOUNTED,false,US20080256374A1-20081016,2008-10-02,2008-10-16,,,G06F1200,"G06F1200, G06F132",False,0,ACCEPTED,ACCEPTED,2,G06F,2007
11958785,2007-12-18,Utility,"LAGMAN, FREDERICK LYNDON",3672,405,079000,1706.0,AWM-002,Patented Case,2009-07-15,ELECTRONIC,,US20080107486A1,2008-05-08,,,7568859,2009-08-04,WAVE FORMING APPARATUS AND METHOD,SMALL,false,US20080107486A1-20080508,2008-04-25,2008-05-08,,,E02B300,E02B300,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,E02B,2007
11958954,2007-12-18,Utility,"JACKSON, STEPHEN W",2836,361,144000,1946.0,,Patented Case,2009-02-25,ELECTRONIC,,US20080218929A1,2008-09-11,,,7505243,2009-03-17,MAGNETIC LEVITATION APPARATUS,MICRO,false,US20080218929A1-20080911,2008-08-28,2008-09-11,,,H01H4700,"H01H4700, H01F706",False,1,CONT-ACCEPTED,CONT-ACCEPTED,8,H01H,2007
11959124,2007-12-18,Utility,"LEA EDMONDS, LISA S",2835,361,683000,2220.0,746801-106,Patented Case,2009-04-01,ELECTRONIC,,US20080098489A1,2008-04-24,,,7522412,2009-04-21,SYSTEM FOR PROTECTING A PORTABLE COMPUTING DEVICE,SMALL,false,US20080098489A1-20080424,2008-04-09,2008-04-24,,,G06F2106,G06F2106,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06F,2007
11959330,2007-12-18,Utility,"STOHR, LEAH C",3763,604,151000,2545.0,ICUH.023P1,Patented Case,2011-02-09,ELECTRONIC,,US20080200870A1,2008-08-21,,,7896842,2011-03-01,SYSTEM FOR GUIDING A USER DURING PROGRAMMING OF A MEDICAL DEVICE,UNDISCOUNTED,false,US20080200870A1-20080821,2008-08-05,2008-08-21,,,A61M5142,A61M5142,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61M,2007
11959338,2007-12-18,Utility,"BAEK, BONG-SOOK",1614,514,350000,2554.0,30481/30008A,Patented Case,2010-07-14,ELECTRONIC,,US20080194644A1,2008-08-14,,,7767700,2010-08-03,METHOD OF PROVIDING PIRFENIDONE THERAPY TO A PATIENT,UNDISCOUNTED,false,US20080194644A1-20080814,2008-07-30,2008-08-14,,,A61K314412,A61K314412,False,0,ACCEPTED,ACCEPTED,23,A61K,2007
11959593,2007-12-19,Utility,"HUFFMAN, JULIAN D",2853,347,019000,2995.0,35968-599,Patented Case,2010-10-06,ELECTRONIC,,US20090160886A1,2009-06-25,,,7819498,2010-10-26,METHODS AND SYSTEMS USING PRINTHEAD TANK MEMORY TO DETERMINE PRINTHEAD TANK CONFIGURATION,UNDISCOUNTED,false,US20090160886A1-20090625,2009-06-10,2009-06-25,,,B41J2195,B41J2195,False,0,ACCEPTED,ACCEPTED,2,B41J,2007
11960555,2007-12-19,Utility,"TORRES, JOSEPH D",2112,714,758000,4713.0,3722-0231PUS3,Patented Case,2011-12-07,ELECTRONIC,,US20080104480A1,2008-05-01,,,8086938,2011-12-27,METHOD FOR PROCESSING NOISE INTERFERENCE,UNDISCOUNTED,false,US20080104480A1-20080501,2008-04-16,2008-05-01,,,G06F1110,G06F1110,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2007
11960657,2007-12-19,Utility,"MANCUSO, HUEDUNG XUAN CAO",2821,343,766000,4912.0,5003.19US03,Patented Case,2009-09-09,ELECTRONIC,,US20080186242A1,2008-08-07,,,7595764,2009-09-29,ENCLOSED MOBILE/TRANSPORTABLE SATELLITE ANTENNA SYSTEM,SMALL,false,US20080186242A1-20080807,2008-07-23,2008-08-07,,,H01Q302,H01Q302,False,0,ACCEPTED,ACCEPTED,3,H01Q,2007
11961380,2007-12-20,Utility,"BASIT, ABDUL",3694,705,035000,6170.0,HARTFORD-115-US,Patented Case,2011-04-27,ELECTRONIC,,US20080154651A1,2008-06-26,,,7945497,2011-05-17,SYSTEM AND METHOD FOR UTILIZING INTERRELATED COMPUTERIZED PREDICTIVE MODELS,UNDISCOUNTED,false,US20080154651A1-20080626,2008-06-12,2008-06-26,,,G06Q4000,G06Q4000,False,0,ACCEPTED,ACCEPTED,1,G06Q,2007
11962200,2007-12-21,Utility,"FIORELLO, BENJAMIN F",3672,405,230000,7637.0,02024.0001U1,Patented Case,2010-08-04,ELECTRONIC,,US20080152434A1,2008-06-26,,,7780376,2010-08-24,INTERIOR UNDERPIN BRACKET AND SYSTEM AND METHOD FOR ELEVATING A STRUCTURE,SMALL,false,US20080152434A1-20080626,2008-06-12,2008-06-26,,,E02D500,E02D500,False,0,ACCEPTED,ACCEPTED,1,E02D,2007
11962446,2007-12-21,Utility,"SAIDHA, TEKCHAND",1652,435,196000,8106.0,29543.0298 (1986-25-US),Application Involved in Court Proceedings,2020-09-23,ELECTRONIC,,US20080227150A1,2008-09-18,,,7829318,2010-11-09,OVEREXPRESSION OF PHYTASE GENES IN YEAST SYSTEMS,UNDISCOUNTED,false,US20080227150A1-20080918,2008-09-04,2008-09-18,,,C12N916,C12N916,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C12N,2007
11962812,2007-12-21,Utility,"NGUYEN, DANNY",2836,361,160000,8844.0,LUTR-0595 (01-176P2DIV3C1,Patented Case,2008-12-29,ELECTRONIC,,US20080094010A1,2008-04-24,,,7480128,2009-01-20,ELECTRONIC CONTROL SYSTEMS AND METHODS,UNDISCOUNTED,false,US20080094010A1-20080424,2008-04-09,2008-04-24,,,H05B4136,H05B4136,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H05B,2007
11963394,2007-12-21,Utility,"KUMAR, KALYANAVENKA K",3653,209,405000,9927.0,34985.0138,Patented Case,2014-03-26,ELECTRONIC,,US20080093270A1,2008-04-24,,,8695806,2014-04-15,METHOD AND APPARATUS FOR SEPARATING EXCAVATED MATERIAL,SMALL,false,US20080093270A1-20080424,2008-04-09,2008-04-24,,,B07B146,B07B146,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B07B,2007
11963493,2007-12-21,Utility,"PARK, JEONG S",2454,709,224000,1095.0,085804-611150,Patented Case,2013-08-14,ELECTRONIC,,US20090164557A1,2009-06-25,,,8527623,2013-09-03,USER VACILLATION DETECTION AND RESPONSE,UNDISCOUNTED,false,US20090164557A1-20090625,2009-06-10,2009-06-25,,,G06F1516,"G06F1516, G06F1730",False,0,ACCEPTED,ACCEPTED,1,G06F,2007
11963828,2007-12-22,Utility,"KING, ANITA M",3632,248,282100,1757.0,RBY-001U,Patented Case,2018-04-25,ELECTRONIC,,US20110036959A1,2011-02-17,,,9972221,2018-05-15,Repositionable Taxidermy Mount Apparatus,SMALL,false,US20110036959A1-20110217,2011-02-02,2011-02-17,,,A47B8100,A47B8100,False,0,ACCEPTED,ACCEPTED,2,A47B,2007
11963917,2007-12-24,Utility,"NEILS, PEGGY A",2885,362,561000,1924.0,250152-1660,Patented Case,2010-07-21,ELECTRONIC,,US20090086133A1,2009-04-02,,,7771098,2010-08-10,MULTI-PRIMARY COLOR DISPLAY,UNDISCOUNTED,false,US20090086133A1-20090402,2009-03-18,2009-04-02,,,G02B522,G02B522,True,0,ACCEPTED,ACCEPTED,1,G02B,2007
11964045,2007-12-25,Utility,"LEA EDMONDS, LISA S",2835,361,685000,1162.0,17325.5.1.1.1,Patented Case,2008-10-01,ELECTRONIC,,US20080101010A1,2008-05-01,,,7440274,2008-10-21,DIGITAL STORAGE ELEMENT MECHANICAL SHOCK ISOLATION ARRANGEMENT IN A HOST DEVICE AND METHOD,UNDISCOUNTED,false,US20080101010A1-20080501,2008-04-16,2008-05-01,,,G06F116,G06F116,False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,G06F,2007
11964325,2007-12-26,Utility,"TRAN, KHAI",2611,375,260000,1618.0,678-3409 (P15864),Patented Case,2011-08-03,ELECTRONIC,,US20080165872A1,2008-07-10,,,8005154,2011-08-23,METHOD AND APPARATUS FOR TRANSMITTING AND RECEIVING SHARED CONTROL CHANNEL MESSAGE IN A WIRELESS COMMUNICATION SYSTEM USING ORTHOGONAL FREQUENCY DIVISION MULTIPLE ACCESS,UNDISCOUNTED,false,US20080165872A1-20080710,2008-06-25,2008-07-10,,,H04L2728,H04L2728,True,0,ACCEPTED,ACCEPTED,1,H04L,2007
11964518,2007-12-26,Utility,"GAWORECKI, MARK R",2884,399,111000,1960.0,00684.145026.,Patented Case,2012-09-12,ELECTRONIC,,US20080152388A1,2008-06-26,,,8280278,2012-10-02,"PROCESS CARTRIDGE, ELECTROPHOTOGRAPHIC IMAGE FORMING APPARATUS, AND ELECTROPHOTOGRAPHIC PHOTOSENSITIVE DRUM UNIT",UNDISCOUNTED,false,US20080152388A1-20080626,2008-06-12,2008-06-26,,,G03G1500,G03G1500,True,0,ACCEPTED,ACCEPTED,21,G03G,2007
11964710,2007-12-27,Utility,"SUGARMAN, SCOTT J",2873,359,716000,2272.0,CFP-3872 (C-345),Patented Case,2011-02-09,ELECTRONIC,,US20090046380A1,2009-02-19,,,7898747,2011-03-01,THIN TYPE OPTICAL LENS SYSTEM FOR TAKING IMAGE,UNDISCOUNTED,false,US20090046380A1-20090219,2009-02-04,2009-02-19,,,G02B912,G02B912,True,0,ACCEPTED,ACCEPTED,1,G02B,2007
